CustomerID,Avg_Price
12346.0,12.745
12347.0,62.436
12348.0,14.631304347826086
12350.0,77.2
12356.0,34.57861111111111
12359.0,14.713125
12370.0,43.57923076923077
12373.0,30.021428571428572
12377.0,65.72220779220778
12383.0,44.61724637681159
12386.0,47.793
12388.0,29.475263157894734
12393.0,56.14590909090909
12395.0,39.5959375
12402.0,47.25545454545454
12410.0,65.55923076923077
12413.0,50.11576923076923
12414.0,85.90857142857143
12415.0,33.13404255319149
12417.0,38.236
12421.0,120.32545454545453
12422.0,45.10153846153847
12423.0,36.058125
12427.0,25.59384615384615
12429.0,56.36
12431.0,90.89318181818182
12433.0,41.01510204081633
12434.0,2.13
12437.0,76.30055555555556
12441.0,106.01636363636364
12451.0,49.42851485148515
12464.0,144.84333333333333
12468.0,72.22166666666666
12471.0,64.093359375
12472.0,57.48277777777778
12474.0,104.33722222222222
12476.0,71.09111111111112
12477.0,126.395
12480.0,24.40404761904762
12481.0,37.288695652173914
12483.0,35.36071428571429
12484.0,27.440510204081633
12489.0,31.927999999999997
12490.0,41.24395348837209
12494.0,41.13142857142857
12500.0,13.151999999999997
12501.0,38.095687500000004
12502.0,115.21354838709676
12503.0,10.63
12510.0,34.15827586206897
12515.0,19.464375
12523.0,21.065714285714286
12524.0,21.23625
12527.0,9.157
12528.0,98.85258064516128
12530.0,34.03769230769231
12539.0,73.55994652406417
12540.0,36.42703125
12551.0,94.088
12553.0,26.39410256410256
12557.0,30.279999999999998
12559.0,84.07545454545455
12567.0,55.014178082191776
12574.0,44.93727272727273
12577.0,44.87134328358209
12578.0,45.52828947368421
12583.0,31.423571428571428
12585.0,32.89256756756757
12586.0,18.99
12591.0,106.55000000000001
12594.0,21.85083333333333
12600.0,52.19133333333333
12601.0,63.59222222222221
12605.0,94.39666666666666
12609.0,20.028125
12621.0,39.156060606060606
12625.0,67.67844827586207
12626.0,44.043880597014926
12637.0,38.24386666666667
12643.0,30.395
12645.0,65.3125
12647.0,51.60037735849057
12649.0,7.1899999999999995
12651.0,37.144444444444446
12652.0,39.392941176470586
12662.0,44.36941176470588
12664.0,153.198
12665.0,5.1
12666.0,18.99
12668.0,67.06743243243243
12672.0,25.514999999999997
12673.0,65.94478260869565
12676.0,101.08749999999999
12678.0,38.436
12681.0,42.263766816143495
12682.0,65.76992125984252
12683.0,47.90402597402598
12686.0,101.86285714285714
12691.0,48.308
12693.0,105.88555555555556
12705.0,43.95333333333333
12708.0,54.90848484848485
12709.0,69.47090909090909
12712.0,57.19276595744681
12720.0,74.86046153846155
12721.0,48.555
12724.0,37.123636363636365
12725.0,48.58625
12726.0,49.8944
12727.0,75.4375
12728.0,33.973076923076924
12731.0,99.14548387096775
12734.0,15.239999999999998
12735.0,50.11465116279069
12736.0,6.345000000000001
12738.0,109.73
12744.0,81.86392857142857
12747.0,45.842
12748.0,45.015294964028776
12753.0,25.99980769230769
12754.0,82.3254054054054
12755.0,24.99
12763.0,58.219375
12764.0,93.79866666666666
12766.0,31.536590909090908
12775.0,87.8876923076923
12778.0,58.48222222222223
12779.0,39.68095238095238
12782.0,51.231249999999996
12785.0,39.416428571428575
12791.0,70.15
12793.0,51.803333333333335
12797.0,16.25529411764706
12808.0,46.708571428571425
12820.0,25.904545454545453
12826.0,90.05653061224488
12829.0,60.80833333333333
12836.0,52.36871794871795
12838.0,39.61508474576271
12839.0,55.42567567567568
12841.0,68.51563636363636
